"","respondent_ID","EE_highest","invest_EE","EE_combi_washdryer","EE_washingmachine","EE_dryer","EE_dishwasher","EE_combifridge_freezer","EE_fridge_integrated_freezer","EE_fridge_no_integrated_freezer","EE_chestfreezer","EE_standingfreezer","postnummer","income","age","know_el","house_type","house_type.1","house_size","year_built","persons0.5","persons6.10","persons11.15","persons16.18","persons18.30","persons31.50","persons51.65","persons65","geoms","job_index_resp","job_index_spouse","qty_inhabitants","light_score","EE_index"
"A1295","A1295",0,0,NA,"B","C","B","No_label",NA,NA,"A",NA,5400,8,"4",1,2,"single family home",6,5,0,0,0,1,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.072719,56.0065,0.0 9.080592,56.008621,0.0 9.069885,56.009273,0.0 9.061549,56.019949,0.0 9.082979,56.017975,0.0 9.08732,56.026235,0.0 9.105611,56.029327,0.0 9.157873,56.023098,0.0 9.168462,56.026005,0.0 9.177454,56.007932,0.0 9.18629,56.01137,0.0 9.191228,56.005784,0.0 9.180387,56.003147,0.0 9.174707,55.985104,0.0 9.189867,55.983452,0.0 9.212302,55.97302,0.0 9.203402,55.972501,0.0 9.201274,55.967103,0.0 9.209456,55.964691,0.0 9.204801,55.957624,0.0 9.205294,55.96049,0.0 9.196177,55.959196,0.0 9.194917,55.953699,0.0 9.218574,55.955392,0.0 9.216886,55.951179,0.0 9.214839,55.943419,0.0 9.210056,55.944372,0.0 9.195173,55.930747,0.0 9.195941,55.916754,0.0 9.177274,55.90955,0.0 9.169532,55.897774,0.0 9.174311,55.896652,0.0 9.169711,55.893237,0.0 9.175229,55.893654,0.0 9.156749,55.888353,0.0 9.158458,55.882726,0.0 9.137794,55.883637,0.0 9.124315,55.86964,0.0 9.097341,55.877261,0.0 9.083367,55.865553,0.0 9.093809,55.855344,0.0 9.081138,55.851545,0.0 9.075036,55.854466,0.0 9.070944,55.844531,0.0 9.058816,55.850668,0.0 9.046301,55.836441,0.0 9.030071,55.84064,0.0 9.009378,55.830646,0.0 8.992859,55.838731,0.0 8.967408,55.84141,0.0 8.95778,55.845402,0.0 8.967597,55.865435,0.0 8.965612,55.884872,0.0 8.946866,55.895302,0.0 8.952851,55.900878,0.0 8.97658,55.895919,0.0 8.967342,55.905673,0.0 8.97605,55.904376,0.0 8.999214,55.916293,0.0 8.997997,55.947078,0.0 9.012758,55.968595,0.0 8.992322,55.974379,0.0 8.982451,55.983198,0.0 8.985986,55.992573,0.0 9.004756,55.989224,0.0 9.016905,55.992189,0.0 9.046165,55.982964,0.0 9.101064,55.9903,0.0 9.097339,55.995949,0.0 9.08046,55.99983,0.0 9.08069,56.0037,0.0 9.073496,56.002509,0.0 9.072719,56.0065,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,2,3,0.5,0.3888889
"A1296","A1296",0,1,NA,"A",NA,"A+","A+",NA,NA,"A",NA,4180,7,"5",1,2,"single family home",6,2,0,0,0,0,0,0,1,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.072719,56.0065,0.0 9.080592,56.008621,0.0 9.069885,56.009273,0.0 9.061549,56.019949,0.0 9.082979,56.017975,0.0 9.08732,56.026235,0.0 9.105611,56.029327,0.0 9.157873,56.023098,0.0 9.168462,56.026005,0.0 9.177454,56.007932,0.0 9.18629,56.01137,0.0 9.191228,56.005784,0.0 9.180387,56.003147,0.0 9.174707,55.985104,0.0 9.189867,55.983452,0.0 9.212302,55.97302,0.0 9.203402,55.972501,0.0 9.201274,55.967103,0.0 9.209456,55.964691,0.0 9.204801,55.957624,0.0 9.205294,55.96049,0.0 9.196177,55.959196,0.0 9.194917,55.953699,0.0 9.218574,55.955392,0.0 9.216886,55.951179,0.0 9.214839,55.943419,0.0 9.210056,55.944372,0.0 9.195173,55.930747,0.0 9.195941,55.916754,0.0 9.177274,55.90955,0.0 9.169532,55.897774,0.0 9.174311,55.896652,0.0 9.169711,55.893237,0.0 9.175229,55.893654,0.0 9.156749,55.888353,0.0 9.158458,55.882726,0.0 9.137794,55.883637,0.0 9.124315,55.86964,0.0 9.097341,55.877261,0.0 9.083367,55.865553,0.0 9.093809,55.855344,0.0 9.081138,55.851545,0.0 9.075036,55.854466,0.0 9.070944,55.844531,0.0 9.058816,55.850668,0.0 9.046301,55.836441,0.0 9.030071,55.84064,0.0 9.009378,55.830646,0.0 8.992859,55.838731,0.0 8.967408,55.84141,0.0 8.95778,55.845402,0.0 8.967597,55.865435,0.0 8.965612,55.884872,0.0 8.946866,55.895302,0.0 8.952851,55.900878,0.0 8.97658,55.895919,0.0 8.967342,55.905673,0.0 8.97605,55.904376,0.0 8.999214,55.916293,0.0 8.997997,55.947078,0.0 9.012758,55.968595,0.0 8.992322,55.974379,0.0 8.982451,55.983198,0.0 8.985986,55.992573,0.0 9.004756,55.989224,0.0 9.016905,55.992189,0.0 9.046165,55.982964,0.0 9.101064,55.9903,0.0 9.097339,55.995949,0.0 9.08046,55.99983,0.0 9.08069,56.0037,0.0 9.073496,56.002509,0.0 9.072719,56.0065,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,6,2,0.3235294,0.5555556
"A1297","A1297",0,1,NA,"A+",NA,"A+",NA,NA,"A+",NA,"A+",8800,4,"5",0,2,"single family home",6,2,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.180387,56.003147,0.0 9.191228,56.005784,0.0 9.18629,56.01137,0.0 9.177454,56.007932,0.0 9.168462,56.026005,0.0 9.187842,56.051122,0.0 9.152747,56.055123,0.0 9.178044,56.063629,0.0 9.195861,56.059911,0.0 9.23887,56.068512,0.0 9.275623,56.056785,0.0 9.308041,56.076185,0.0 9.342921,56.057121,0.0 9.332296,56.041635,0.0 9.350377,56.036916,0.0 9.341748,56.033483,0.0 9.341532,56.027144,0.0 9.335075,56.028093,0.0 9.329799,56.020469,0.0 9.309314,56.012437,0.0 9.313222,56.004665,0.0 9.342176,56.00454,0.0 9.327373,55.997227,0.0 9.335861,55.992918,0.0 9.330903,55.981318,0.0 9.340637,55.980301,0.0 9.352183,55.952175,0.0 9.374121,55.948961,0.0 9.381529,55.943927,0.0 9.373548,55.932055,0.0 9.353908,55.938318,0.0 9.335601,55.932211,0.0 9.316918,55.931467,0.0 9.311435,55.938712,0.0 9.295475,55.935327,0.0 9.280867,55.938288,0.0 9.260042,55.9521,0.0 9.259582,55.944791,0.0 9.247737,55.949885,0.0 9.216886,55.951179,0.0 9.218574,55.955392,0.0 9.194917,55.953699,0.0 9.196177,55.959196,0.0 9.205294,55.96049,0.0 9.204801,55.957624,0.0 9.209456,55.964691,0.0 9.201274,55.967103,0.0 9.203402,55.972501,0.0 9.212302,55.97302,0.0 9.189867,55.983452,0.0 9.174707,55.985104,0.0 9.180387,56.003147,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.5925926,0.2777778
"A1299","A1299",1,1,NA,"A++",NA,"A++",NA,NA,"A+","A++",NA,5400,4,"3",1,2,"single family home",6,3,1,1,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.120205,56.129741,0.0 9.101506,56.103688,0.0 9.108982,56.093642,0.0 9.125766,56.099113,0.0 9.126868,56.095454,0.0 9.137233,56.096629,0.0 9.12787,56.094122,0.0 9.126661,56.085442,0.0 9.140263,56.067422,0.0 9.178044,56.063629,0.0 9.152747,56.055123,0.0 9.187842,56.051122,0.0 9.168462,56.026005,0.0 9.157873,56.023098,0.0 9.105611,56.029327,0.0 9.08732,56.026235,0.0 9.082979,56.017975,0.0 9.061549,56.019949,0.0 9.069885,56.009273,0.0 9.080592,56.008621,0.0 9.072719,56.0065,0.0 9.073496,56.002509,0.0 9.08069,56.0037,0.0 9.08046,55.99983,0.0 9.097339,55.995949,0.0 9.101064,55.9903,0.0 9.046165,55.982964,0.0 9.016905,55.992189,0.0 9.004756,55.989224,0.0 8.985986,55.992573,0.0 8.982451,55.983198,0.0 8.961131,55.982983,0.0 8.955372,55.995187,0.0 8.951381,55.991061,0.0 8.94788,55.993487,0.0 8.935402,55.990577,0.0 8.93503,55.994041,0.0 8.912302,56.000278,0.0 8.918471,56.020608,0.0 8.938778,56.027905,0.0 8.968825,56.018065,0.0 8.966742,56.034145,0.0 8.95903,56.040188,0.0 8.947694,56.039067,0.0 8.940853,56.059201,0.0 8.915858,56.059021,0.0 8.893297,56.065982,0.0 8.833101,56.070778,0.0 8.829169,56.089125,0.0 8.830071,56.097008,0.0 8.809701,56.101891,0.0 8.781503,56.097559,0.0 8.759818,56.114597,0.0 8.766092,56.136464,0.0 8.785271,56.133351,0.0 8.799549,56.13552,0.0 8.819837,56.145357,0.0 8.862015,56.156513,0.0 8.878334,56.169956,0.0 8.856293,56.186757,0.0 8.848823,56.202249,0.0 8.819826,56.192006,0.0 8.809835,56.204547,0.0 8.79796,56.206348,0.0 8.803445,56.222143,0.0 8.811895,56.238499,0.0 8.840942,56.236316,0.0 8.85598,56.261251,0.0 8.875083,56.265884,0.0 8.873286,56.283999,0.0 8.901101,56.276376,0.0 8.931696,56.274194,0.0 8.924642,56.261457,0.0 8.939797,56.258035,0.0 8.933388,56.238654,0.0 8.915153,56.226776,0.0 8.911264,56.215999,0.0 8.940781,56.208668,0.0 8.94716,56.21364,0.0 8.967977,56.205218,0.0 8.976392,56.184204,0.0 8.986352,56.188529,0.0 9.022265,56.18605,0.0 9.038075,56.189745,0.0 9.065689,56.185741,0.0 9.061107,56.176505,0.0 9.078402,56.173418,0.0 9.113937,56.158427,0.0 9.103825,56.138921,0.0 9.120205,56.129741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,2,4,0.4666667,0.2941176
"A1300","A1300",0,1,"A",NA,NA,"A","A+",NA,"A","A",NA,8400,7,"4",1,2,"single family home",6,5,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.120205,56.129741,0.0 9.101506,56.103688,0.0 9.108982,56.093642,0.0 9.125766,56.099113,0.0 9.126868,56.095454,0.0 9.137233,56.096629,0.0 9.12787,56.094122,0.0 9.126661,56.085442,0.0 9.140263,56.067422,0.0 9.178044,56.063629,0.0 9.152747,56.055123,0.0 9.187842,56.051122,0.0 9.168462,56.026005,0.0 9.157873,56.023098,0.0 9.105611,56.029327,0.0 9.08732,56.026235,0.0 9.082979,56.017975,0.0 9.061549,56.019949,0.0 9.069885,56.009273,0.0 9.080592,56.008621,0.0 9.072719,56.0065,0.0 9.073496,56.002509,0.0 9.08069,56.0037,0.0 9.08046,55.99983,0.0 9.097339,55.995949,0.0 9.101064,55.9903,0.0 9.046165,55.982964,0.0 9.016905,55.992189,0.0 9.004756,55.989224,0.0 8.985986,55.992573,0.0 8.982451,55.983198,0.0 8.961131,55.982983,0.0 8.955372,55.995187,0.0 8.951381,55.991061,0.0 8.94788,55.993487,0.0 8.935402,55.990577,0.0 8.93503,55.994041,0.0 8.912302,56.000278,0.0 8.918471,56.020608,0.0 8.938778,56.027905,0.0 8.968825,56.018065,0.0 8.966742,56.034145,0.0 8.95903,56.040188,0.0 8.947694,56.039067,0.0 8.940853,56.059201,0.0 8.915858,56.059021,0.0 8.893297,56.065982,0.0 8.833101,56.070778,0.0 8.829169,56.089125,0.0 8.830071,56.097008,0.0 8.809701,56.101891,0.0 8.781503,56.097559,0.0 8.759818,56.114597,0.0 8.766092,56.136464,0.0 8.785271,56.133351,0.0 8.799549,56.13552,0.0 8.819837,56.145357,0.0 8.862015,56.156513,0.0 8.878334,56.169956,0.0 8.856293,56.186757,0.0 8.848823,56.202249,0.0 8.819826,56.192006,0.0 8.809835,56.204547,0.0 8.79796,56.206348,0.0 8.803445,56.222143,0.0 8.811895,56.238499,0.0 8.840942,56.236316,0.0 8.85598,56.261251,0.0 8.875083,56.265884,0.0 8.873286,56.283999,0.0 8.901101,56.276376,0.0 8.931696,56.274194,0.0 8.924642,56.261457,0.0 8.939797,56.258035,0.0 8.933388,56.238654,0.0 8.915153,56.226776,0.0 8.911264,56.215999,0.0 8.940781,56.208668,0.0 8.94716,56.21364,0.0 8.967977,56.205218,0.0 8.976392,56.184204,0.0 8.986352,56.188529,0.0 9.022265,56.18605,0.0 9.038075,56.189745,0.0 9.065689,56.185741,0.0 9.061107,56.176505,0.0 9.078402,56.173418,0.0 9.113937,56.158427,0.0 9.103825,56.138921,0.0 9.120205,56.129741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,2,2,0.72,0.3125
"A1301","A1301",0,1,NA,"A+",NA,"A+",NA,NA,NA,NA,NA,7400,10,"3",1,2,"single family home",6,5,0,0,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.120205,56.129741,0.0 9.101506,56.103688,0.0 9.108982,56.093642,0.0 9.125766,56.099113,0.0 9.126868,56.095454,0.0 9.137233,56.096629,0.0 9.12787,56.094122,0.0 9.126661,56.085442,0.0 9.140263,56.067422,0.0 9.178044,56.063629,0.0 9.152747,56.055123,0.0 9.187842,56.051122,0.0 9.168462,56.026005,0.0 9.157873,56.023098,0.0 9.105611,56.029327,0.0 9.08732,56.026235,0.0 9.082979,56.017975,0.0 9.061549,56.019949,0.0 9.069885,56.009273,0.0 9.080592,56.008621,0.0 9.072719,56.0065,0.0 9.073496,56.002509,0.0 9.08069,56.0037,0.0 9.08046,55.99983,0.0 9.097339,55.995949,0.0 9.101064,55.9903,0.0 9.046165,55.982964,0.0 9.016905,55.992189,0.0 9.004756,55.989224,0.0 8.985986,55.992573,0.0 8.982451,55.983198,0.0 8.961131,55.982983,0.0 8.955372,55.995187,0.0 8.951381,55.991061,0.0 8.94788,55.993487,0.0 8.935402,55.990577,0.0 8.93503,55.994041,0.0 8.912302,56.000278,0.0 8.918471,56.020608,0.0 8.938778,56.027905,0.0 8.968825,56.018065,0.0 8.966742,56.034145,0.0 8.95903,56.040188,0.0 8.947694,56.039067,0.0 8.940853,56.059201,0.0 8.915858,56.059021,0.0 8.893297,56.065982,0.0 8.833101,56.070778,0.0 8.829169,56.089125,0.0 8.830071,56.097008,0.0 8.809701,56.101891,0.0 8.781503,56.097559,0.0 8.759818,56.114597,0.0 8.766092,56.136464,0.0 8.785271,56.133351,0.0 8.799549,56.13552,0.0 8.819837,56.145357,0.0 8.862015,56.156513,0.0 8.878334,56.169956,0.0 8.856293,56.186757,0.0 8.848823,56.202249,0.0 8.819826,56.192006,0.0 8.809835,56.204547,0.0 8.79796,56.206348,0.0 8.803445,56.222143,0.0 8.811895,56.238499,0.0 8.840942,56.236316,0.0 8.85598,56.261251,0.0 8.875083,56.265884,0.0 8.873286,56.283999,0.0 8.901101,56.276376,0.0 8.931696,56.274194,0.0 8.924642,56.261457,0.0 8.939797,56.258035,0.0 8.933388,56.238654,0.0 8.915153,56.226776,0.0 8.911264,56.215999,0.0 8.940781,56.208668,0.0 8.94716,56.21364,0.0 8.967977,56.205218,0.0 8.976392,56.184204,0.0 8.986352,56.188529,0.0 9.022265,56.18605,0.0 9.038075,56.189745,0.0 9.065689,56.185741,0.0 9.061107,56.176505,0.0 9.078402,56.173418,0.0 9.113937,56.158427,0.0 9.103825,56.138921,0.0 9.120205,56.129741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,10,2,1,0.3333333
"A1306","A1306",0,1,NA,"A+","A+","A+","A+","A+","A+",NA,"A+",9270,7,"5",1,2,"single family home",6,5,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.120205,56.129741,0.0 9.101506,56.103688,0.0 9.108982,56.093642,0.0 9.125766,56.099113,0.0 9.126868,56.095454,0.0 9.137233,56.096629,0.0 9.12787,56.094122,0.0 9.126661,56.085442,0.0 9.140263,56.067422,0.0 9.178044,56.063629,0.0 9.152747,56.055123,0.0 9.187842,56.051122,0.0 9.168462,56.026005,0.0 9.157873,56.023098,0.0 9.105611,56.029327,0.0 9.08732,56.026235,0.0 9.082979,56.017975,0.0 9.061549,56.019949,0.0 9.069885,56.009273,0.0 9.080592,56.008621,0.0 9.072719,56.0065,0.0 9.073496,56.002509,0.0 9.08069,56.0037,0.0 9.08046,55.99983,0.0 9.097339,55.995949,0.0 9.101064,55.9903,0.0 9.046165,55.982964,0.0 9.016905,55.992189,0.0 9.004756,55.989224,0.0 8.985986,55.992573,0.0 8.982451,55.983198,0.0 8.961131,55.982983,0.0 8.955372,55.995187,0.0 8.951381,55.991061,0.0 8.94788,55.993487,0.0 8.935402,55.990577,0.0 8.93503,55.994041,0.0 8.912302,56.000278,0.0 8.918471,56.020608,0.0 8.938778,56.027905,0.0 8.968825,56.018065,0.0 8.966742,56.034145,0.0 8.95903,56.040188,0.0 8.947694,56.039067,0.0 8.940853,56.059201,0.0 8.915858,56.059021,0.0 8.893297,56.065982,0.0 8.833101,56.070778,0.0 8.829169,56.089125,0.0 8.830071,56.097008,0.0 8.809701,56.101891,0.0 8.781503,56.097559,0.0 8.759818,56.114597,0.0 8.766092,56.136464,0.0 8.785271,56.133351,0.0 8.799549,56.13552,0.0 8.819837,56.145357,0.0 8.862015,56.156513,0.0 8.878334,56.169956,0.0 8.856293,56.186757,0.0 8.848823,56.202249,0.0 8.819826,56.192006,0.0 8.809835,56.204547,0.0 8.79796,56.206348,0.0 8.803445,56.222143,0.0 8.811895,56.238499,0.0 8.840942,56.236316,0.0 8.85598,56.261251,0.0 8.875083,56.265884,0.0 8.873286,56.283999,0.0 8.901101,56.276376,0.0 8.931696,56.274194,0.0 8.924642,56.261457,0.0 8.939797,56.258035,0.0 8.933388,56.238654,0.0 8.915153,56.226776,0.0 8.911264,56.215999,0.0 8.940781,56.208668,0.0 8.94716,56.21364,0.0 8.967977,56.205218,0.0 8.976392,56.184204,0.0 8.986352,56.188529,0.0 9.022265,56.18605,0.0 9.038075,56.189745,0.0 9.065689,56.185741,0.0 9.061107,56.176505,0.0 9.078402,56.173418,0.0 9.113937,56.158427,0.0 9.103825,56.138921,0.0 9.120205,56.129741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,6,2,1,0.5294118
"A1308","A1308",1,1,NA,"A++",NA,"A+",NA,NA,"A+","B","A+",4100,7,"4",1,2,"single family home",6,5,0,0,0,0,1,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.120205,56.129741,0.0 9.101506,56.103688,0.0 9.108982,56.093642,0.0 9.125766,56.099113,0.0 9.126868,56.095454,0.0 9.137233,56.096629,0.0 9.12787,56.094122,0.0 9.126661,56.085442,0.0 9.140263,56.067422,0.0 9.178044,56.063629,0.0 9.152747,56.055123,0.0 9.187842,56.051122,0.0 9.168462,56.026005,0.0 9.157873,56.023098,0.0 9.105611,56.029327,0.0 9.08732,56.026235,0.0 9.082979,56.017975,0.0 9.061549,56.019949,0.0 9.069885,56.009273,0.0 9.080592,56.008621,0.0 9.072719,56.0065,0.0 9.073496,56.002509,0.0 9.08069,56.0037,0.0 9.08046,55.99983,0.0 9.097339,55.995949,0.0 9.101064,55.9903,0.0 9.046165,55.982964,0.0 9.016905,55.992189,0.0 9.004756,55.989224,0.0 8.985986,55.992573,0.0 8.982451,55.983198,0.0 8.961131,55.982983,0.0 8.955372,55.995187,0.0 8.951381,55.991061,0.0 8.94788,55.993487,0.0 8.935402,55.990577,0.0 8.93503,55.994041,0.0 8.912302,56.000278,0.0 8.918471,56.020608,0.0 8.938778,56.027905,0.0 8.968825,56.018065,0.0 8.966742,56.034145,0.0 8.95903,56.040188,0.0 8.947694,56.039067,0.0 8.940853,56.059201,0.0 8.915858,56.059021,0.0 8.893297,56.065982,0.0 8.833101,56.070778,0.0 8.829169,56.089125,0.0 8.830071,56.097008,0.0 8.809701,56.101891,0.0 8.781503,56.097559,0.0 8.759818,56.114597,0.0 8.766092,56.136464,0.0 8.785271,56.133351,0.0 8.799549,56.13552,0.0 8.819837,56.145357,0.0 8.862015,56.156513,0.0 8.878334,56.169956,0.0 8.856293,56.186757,0.0 8.848823,56.202249,0.0 8.819826,56.192006,0.0 8.809835,56.204547,0.0 8.79796,56.206348,0.0 8.803445,56.222143,0.0 8.811895,56.238499,0.0 8.840942,56.236316,0.0 8.85598,56.261251,0.0 8.875083,56.265884,0.0 8.873286,56.283999,0.0 8.901101,56.276376,0.0 8.931696,56.274194,0.0 8.924642,56.261457,0.0 8.939797,56.258035,0.0 8.933388,56.238654,0.0 8.915153,56.226776,0.0 8.911264,56.215999,0.0 8.940781,56.208668,0.0 8.94716,56.21364,0.0 8.967977,56.205218,0.0 8.976392,56.184204,0.0 8.986352,56.188529,0.0 9.022265,56.18605,0.0 9.038075,56.189745,0.0 9.065689,56.185741,0.0 9.061107,56.176505,0.0 9.078402,56.173418,0.0 9.113937,56.158427,0.0 9.103825,56.138921,0.0 9.120205,56.129741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,1,2,0.6315789,0.5263158
"A1309","A1309",0,1,NA,"A+","A+","A","B","B","B",NA,"B",9800,5,"3",0,2,"single family home",6,2,0,0,0,0,0,1,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.120205,56.129741,0.0 9.101506,56.103688,0.0 9.108982,56.093642,0.0 9.125766,56.099113,0.0 9.126868,56.095454,0.0 9.137233,56.096629,0.0 9.12787,56.094122,0.0 9.126661,56.085442,0.0 9.140263,56.067422,0.0 9.178044,56.063629,0.0 9.152747,56.055123,0.0 9.187842,56.051122,0.0 9.168462,56.026005,0.0 9.157873,56.023098,0.0 9.105611,56.029327,0.0 9.08732,56.026235,0.0 9.082979,56.017975,0.0 9.061549,56.019949,0.0 9.069885,56.009273,0.0 9.080592,56.008621,0.0 9.072719,56.0065,0.0 9.073496,56.002509,0.0 9.08069,56.0037,0.0 9.08046,55.99983,0.0 9.097339,55.995949,0.0 9.101064,55.9903,0.0 9.046165,55.982964,0.0 9.016905,55.992189,0.0 9.004756,55.989224,0.0 8.985986,55.992573,0.0 8.982451,55.983198,0.0 8.961131,55.982983,0.0 8.955372,55.995187,0.0 8.951381,55.991061,0.0 8.94788,55.993487,0.0 8.935402,55.990577,0.0 8.93503,55.994041,0.0 8.912302,56.000278,0.0 8.918471,56.020608,0.0 8.938778,56.027905,0.0 8.968825,56.018065,0.0 8.966742,56.034145,0.0 8.95903,56.040188,0.0 8.947694,56.039067,0.0 8.940853,56.059201,0.0 8.915858,56.059021,0.0 8.893297,56.065982,0.0 8.833101,56.070778,0.0 8.829169,56.089125,0.0 8.830071,56.097008,0.0 8.809701,56.101891,0.0 8.781503,56.097559,0.0 8.759818,56.114597,0.0 8.766092,56.136464,0.0 8.785271,56.133351,0.0 8.799549,56.13552,0.0 8.819837,56.145357,0.0 8.862015,56.156513,0.0 8.878334,56.169956,0.0 8.856293,56.186757,0.0 8.848823,56.202249,0.0 8.819826,56.192006,0.0 8.809835,56.204547,0.0 8.79796,56.206348,0.0 8.803445,56.222143,0.0 8.811895,56.238499,0.0 8.840942,56.236316,0.0 8.85598,56.261251,0.0 8.875083,56.265884,0.0 8.873286,56.283999,0.0 8.901101,56.276376,0.0 8.931696,56.274194,0.0 8.924642,56.261457,0.0 8.939797,56.258035,0.0 8.933388,56.238654,0.0 8.915153,56.226776,0.0 8.911264,56.215999,0.0 8.940781,56.208668,0.0 8.94716,56.21364,0.0 8.967977,56.205218,0.0 8.976392,56.184204,0.0 8.986352,56.188529,0.0 9.022265,56.18605,0.0 9.038075,56.189745,0.0 9.065689,56.185741,0.0 9.061107,56.176505,0.0 9.078402,56.173418,0.0 9.113937,56.158427,0.0 9.103825,56.138921,0.0 9.120205,56.129741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,6,2,0.8214286,0.5789474
"A1311","A1311",1,1,NA,"A+","A+","A++",NA,NA,NA,NA,NA,2670,7,"2",1,2,"single family home",6,4,2,1,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.120205,56.129741,0.0 9.101506,56.103688,0.0 9.108982,56.093642,0.0 9.125766,56.099113,0.0 9.126868,56.095454,0.0 9.137233,56.096629,0.0 9.12787,56.094122,0.0 9.126661,56.085442,0.0 9.140263,56.067422,0.0 9.178044,56.063629,0.0 9.152747,56.055123,0.0 9.187842,56.051122,0.0 9.168462,56.026005,0.0 9.157873,56.023098,0.0 9.105611,56.029327,0.0 9.08732,56.026235,0.0 9.082979,56.017975,0.0 9.061549,56.019949,0.0 9.069885,56.009273,0.0 9.080592,56.008621,0.0 9.072719,56.0065,0.0 9.073496,56.002509,0.0 9.08069,56.0037,0.0 9.08046,55.99983,0.0 9.097339,55.995949,0.0 9.101064,55.9903,0.0 9.046165,55.982964,0.0 9.016905,55.992189,0.0 9.004756,55.989224,0.0 8.985986,55.992573,0.0 8.982451,55.983198,0.0 8.961131,55.982983,0.0 8.955372,55.995187,0.0 8.951381,55.991061,0.0 8.94788,55.993487,0.0 8.935402,55.990577,0.0 8.93503,55.994041,0.0 8.912302,56.000278,0.0 8.918471,56.020608,0.0 8.938778,56.027905,0.0 8.968825,56.018065,0.0 8.966742,56.034145,0.0 8.95903,56.040188,0.0 8.947694,56.039067,0.0 8.940853,56.059201,0.0 8.915858,56.059021,0.0 8.893297,56.065982,0.0 8.833101,56.070778,0.0 8.829169,56.089125,0.0 8.830071,56.097008,0.0 8.809701,56.101891,0.0 8.781503,56.097559,0.0 8.759818,56.114597,0.0 8.766092,56.136464,0.0 8.785271,56.133351,0.0 8.799549,56.13552,0.0 8.819837,56.145357,0.0 8.862015,56.156513,0.0 8.878334,56.169956,0.0 8.856293,56.186757,0.0 8.848823,56.202249,0.0 8.819826,56.192006,0.0 8.809835,56.204547,0.0 8.79796,56.206348,0.0 8.803445,56.222143,0.0 8.811895,56.238499,0.0 8.840942,56.236316,0.0 8.85598,56.261251,0.0 8.875083,56.265884,0.0 8.873286,56.283999,0.0 8.901101,56.276376,0.0 8.931696,56.274194,0.0 8.924642,56.261457,0.0 8.939797,56.258035,0.0 8.933388,56.238654,0.0 8.915153,56.226776,0.0 8.911264,56.215999,0.0 8.940781,56.208668,0.0 8.94716,56.21364,0.0 8.967977,56.205218,0.0 8.976392,56.184204,0.0 8.986352,56.188529,0.0 9.022265,56.18605,0.0 9.038075,56.189745,0.0 9.065689,56.185741,0.0 9.061107,56.176505,0.0 9.078402,56.173418,0.0 9.113937,56.158427,0.0 9.103825,56.138921,0.0 9.120205,56.129741,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,9,5,1,0.7368421
