"","respondent_ID","EE_highest","invest_EE","EE_combi_washdryer","EE_washingmachine","EE_dryer","EE_dishwasher","EE_combifridge_freezer","EE_fridge_integrated_freezer","EE_fridge_no_integrated_freezer","EE_chestfreezer","EE_standingfreezer","postnummer","income","age","know_el","house_type","house_type.1","house_size","year_built","persons0.5","persons6.10","persons11.15","persons16.18","persons18.30","persons31.50","persons51.65","persons65","geoms","job_index_resp","job_index_spouse","qty_inhabitants","light_score","EE_index"
"A1274","A1274",0,1,NA,"A","A+","A+","A+",NA,"A+",NA,"A+",5000,6,"4",1,2,"single family home",5,3,0,0,0,0,1,0,1,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.310482,55.678755,0.0 9.319161,55.688748,0.0 9.318505,55.698922,0.0 9.293801,55.705213,0.0 9.295417,55.709186,0.0 9.277508,55.717501,0.0 9.262685,55.719672,0.0 9.268471,55.725814,0.0 9.287616,55.724755,0.0 9.28339,55.729394,0.0 9.289497,55.73285,0.0 9.308775,55.734537,0.0 9.309728,55.744893,0.0 9.325254,55.745281,0.0 9.340873,55.740929,0.0 9.343777,55.734155,0.0 9.362953,55.733599,0.0 9.366174,55.736546,0.0 9.390065,55.729478,0.0 9.398799,55.732311,0.0 9.410418,55.725253,0.0 9.409134,55.718984,0.0 9.430371,55.7088,0.0 9.425221,55.701302,0.0 9.408817,55.694421,0.0 9.400653,55.674368,0.0 9.389312,55.670367,0.0 9.365695,55.675442,0.0 9.349259,55.671498,0.0 9.320294,55.661984,0.0 9.315417,55.670472,0.0 9.321627,55.677179,0.0 9.310482,55.678755,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,6,3,0.9230769,0.4285714
"A1275","A1275",0,1,NA,"A","A","A+",NA,NA,"A+",NA,"A+",6623,7,"5",1,2,"single family home",5,2,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.310482,55.678755,0.0 9.319161,55.688748,0.0 9.318505,55.698922,0.0 9.293801,55.705213,0.0 9.295417,55.709186,0.0 9.277508,55.717501,0.0 9.262685,55.719672,0.0 9.268471,55.725814,0.0 9.287616,55.724755,0.0 9.28339,55.729394,0.0 9.289497,55.73285,0.0 9.308775,55.734537,0.0 9.309728,55.744893,0.0 9.325254,55.745281,0.0 9.340873,55.740929,0.0 9.343777,55.734155,0.0 9.362953,55.733599,0.0 9.366174,55.736546,0.0 9.390065,55.729478,0.0 9.398799,55.732311,0.0 9.410418,55.725253,0.0 9.409134,55.718984,0.0 9.430371,55.7088,0.0 9.425221,55.701302,0.0 9.408817,55.694421,0.0 9.400653,55.674368,0.0 9.389312,55.670367,0.0 9.365695,55.675442,0.0 9.349259,55.671498,0.0 9.320294,55.661984,0.0 9.315417,55.670472,0.0 9.321627,55.677179,0.0 9.310482,55.678755,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,9,2,0.4022989,0.5238095
"A1276","A1276",1,1,NA,"A+",NA,"A+","A++",NA,NA,"A+",NA,8940,8,"3",1,2,"single family home",5,5,1,1,1,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.310482,55.678755,0.0 9.319161,55.688748,0.0 9.318505,55.698922,0.0 9.293801,55.705213,0.0 9.295417,55.709186,0.0 9.277508,55.717501,0.0 9.262685,55.719672,0.0 9.268471,55.725814,0.0 9.287616,55.724755,0.0 9.28339,55.729394,0.0 9.289497,55.73285,0.0 9.308775,55.734537,0.0 9.309728,55.744893,0.0 9.325254,55.745281,0.0 9.340873,55.740929,0.0 9.343777,55.734155,0.0 9.362953,55.733599,0.0 9.366174,55.736546,0.0 9.390065,55.729478,0.0 9.398799,55.732311,0.0 9.410418,55.725253,0.0 9.409134,55.718984,0.0 9.430371,55.7088,0.0 9.425221,55.701302,0.0 9.408817,55.694421,0.0 9.400653,55.674368,0.0 9.389312,55.670367,0.0 9.365695,55.675442,0.0 9.349259,55.671498,0.0 9.320294,55.661984,0.0 9.315417,55.670472,0.0 9.321627,55.677179,0.0 9.310482,55.678755,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,2,5,1,0.6842105
"A1277","A1277",1,1,NA,"A+","A+","A+",NA,NA,"A++","A",NA,9830,5,"5",1,2,"single family home",5,4,0,0,0,0,0,0,1,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.184353,55.771116,0.0 9.182945,55.76626,0.0 9.182064,55.761751,0.0 9.177699,55.758575,0.0 9.187973,55.757293,0.0 9.185126,55.753651,0.0 9.168087,55.749517,0.0 9.180378,55.746188,0.0 9.154572,55.742919,0.0 9.1579,55.716326,0.0 9.149036,55.702128,0.0 9.161476,55.698229,0.0 9.168568,55.700265,0.0 9.167694,55.695311,0.0 9.15139,55.690421,0.0 9.159232,55.68478,0.0 9.156645,55.665353,0.0 9.126382,55.670658,0.0 9.129062,55.694719,0.0 9.090382,55.70429,0.0 9.063862,55.711883,0.0 9.027596,55.739085,0.0 9.018469,55.729427,0.0 9.011896,55.730869,0.0 9.013484,55.725689,0.0 8.991354,55.727481,0.0 8.997008,55.745692,0.0 9.021386,55.745226,0.0 9.037129,55.774574,0.0 9.054826,55.769122,0.0 9.090563,55.767811,0.0 9.095625,55.781115,0.0 9.112327,55.78087,0.0 9.125133,55.790251,0.0 9.132193,55.788324,0.0 9.130007,55.783409,0.0 9.140407,55.779347,0.0 9.14615,55.781214,0.0 9.161708,55.767677,0.0 9.184353,55.771116,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,6,2,0.9230769,0.7222222
"A1278","A1278",1,1,NA,"A++",NA,"A++",NA,NA,"A++","A+",NA,9230,7,"4",1,2,"single family home",5,4,0,0,1,0,2,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.184353,55.771116,0.0 9.182945,55.76626,0.0 9.182064,55.761751,0.0 9.177699,55.758575,0.0 9.187973,55.757293,0.0 9.185126,55.753651,0.0 9.168087,55.749517,0.0 9.180378,55.746188,0.0 9.154572,55.742919,0.0 9.1579,55.716326,0.0 9.149036,55.702128,0.0 9.161476,55.698229,0.0 9.168568,55.700265,0.0 9.167694,55.695311,0.0 9.15139,55.690421,0.0 9.159232,55.68478,0.0 9.156645,55.665353,0.0 9.126382,55.670658,0.0 9.129062,55.694719,0.0 9.090382,55.70429,0.0 9.063862,55.711883,0.0 9.027596,55.739085,0.0 9.018469,55.729427,0.0 9.011896,55.730869,0.0 9.013484,55.725689,0.0 8.991354,55.727481,0.0 8.997008,55.745692,0.0 9.021386,55.745226,0.0 9.037129,55.774574,0.0 9.054826,55.769122,0.0 9.090563,55.767811,0.0 9.095625,55.781115,0.0 9.112327,55.78087,0.0 9.125133,55.790251,0.0 9.132193,55.788324,0.0 9.130007,55.783409,0.0 9.140407,55.779347,0.0 9.14615,55.781214,0.0 9.161708,55.767677,0.0 9.184353,55.771116,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,9,5,0.9259259,0.7647059
"A1280","A1280",0,1,NA,"A+","A+","A+",NA,NA,"A+",NA,"A+",9440,8,"3",1,2,"single family home",6,6,0,2,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.752705,55.758475,0.0 8.749945,55.776512,0.0 8.757451,55.77974,0.0 8.758884,55.806094,0.0 8.805048,55.814827,0.0 8.794339,55.819911,0.0 8.816555,55.825708,0.0 8.871164,55.80326,0.0 8.892304,55.813847,0.0 8.949548,55.791747,0.0 8.980045,55.823833,0.0 8.967408,55.84141,0.0 8.992859,55.838731,0.0 9.009378,55.830646,0.0 9.030071,55.84064,0.0 9.046301,55.836441,0.0 9.058816,55.850668,0.0 9.070944,55.844531,0.0 9.077977,55.839819,0.0 9.05807,55.813968,0.0 9.064982,55.811222,0.0 9.054826,55.769122,0.0 9.037129,55.774574,0.0 9.021386,55.745226,0.0 8.997008,55.745692,0.0 8.991354,55.727481,0.0 8.989976,55.723145,0.0 8.974811,55.722256,0.0 8.950103,55.72683,0.0 8.920567,55.713644,0.0 8.905434,55.717462,0.0 8.897535,55.713844,0.0 8.889831,55.704853,0.0 8.90469,55.702031,0.0 8.885949,55.661241,0.0 8.887437,55.644539,0.0 8.881205,55.637834,0.0 8.908612,55.61974,0.0 8.904025,55.60708,0.0 8.891935,55.60629,0.0 8.890991,55.611747,0.0 8.878955,55.614262,0.0 8.874842,55.610091,0.0 8.868312,55.620991,0.0 8.857182,55.622703,0.0 8.861952,55.624227,0.0 8.820109,55.628954,0.0 8.784253,55.617873,0.0 8.775441,55.627093,0.0 8.762475,55.630681,0.0 8.77451,55.655788,0.0 8.766371,55.659577,0.0 8.774586,55.674575,0.0 8.801708,55.68227,0.0 8.805149,55.694849,0.0 8.800509,55.696667,0.0 8.811305,55.697504,0.0 8.810774,55.709219,0.0 8.825079,55.723812,0.0 8.837402,55.726727,0.0 8.824856,55.735565,0.0 8.831792,55.737334,0.0 8.829823,55.742693,0.0 8.808805,55.750046,0.0 8.801728,55.743629,0.0 8.777627,55.760536,0.0 8.769726,55.756783,0.0 8.752705,55.758475,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,9,4,0.7,0.3529412
"A1281","A1281",0,1,NA,"A+",NA,"A+",NA,NA,"A+","A","B",6780,8,"4",1,2,"single family home",6,4,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.752705,55.758475,0.0 8.749945,55.776512,0.0 8.757451,55.77974,0.0 8.758884,55.806094,0.0 8.805048,55.814827,0.0 8.794339,55.819911,0.0 8.816555,55.825708,0.0 8.871164,55.80326,0.0 8.892304,55.813847,0.0 8.949548,55.791747,0.0 8.980045,55.823833,0.0 8.967408,55.84141,0.0 8.992859,55.838731,0.0 9.009378,55.830646,0.0 9.030071,55.84064,0.0 9.046301,55.836441,0.0 9.058816,55.850668,0.0 9.070944,55.844531,0.0 9.077977,55.839819,0.0 9.05807,55.813968,0.0 9.064982,55.811222,0.0 9.054826,55.769122,0.0 9.037129,55.774574,0.0 9.021386,55.745226,0.0 8.997008,55.745692,0.0 8.991354,55.727481,0.0 8.989976,55.723145,0.0 8.974811,55.722256,0.0 8.950103,55.72683,0.0 8.920567,55.713644,0.0 8.905434,55.717462,0.0 8.897535,55.713844,0.0 8.889831,55.704853,0.0 8.90469,55.702031,0.0 8.885949,55.661241,0.0 8.887437,55.644539,0.0 8.881205,55.637834,0.0 8.908612,55.61974,0.0 8.904025,55.60708,0.0 8.891935,55.60629,0.0 8.890991,55.611747,0.0 8.878955,55.614262,0.0 8.874842,55.610091,0.0 8.868312,55.620991,0.0 8.857182,55.622703,0.0 8.861952,55.624227,0.0 8.820109,55.628954,0.0 8.784253,55.617873,0.0 8.775441,55.627093,0.0 8.762475,55.630681,0.0 8.77451,55.655788,0.0 8.766371,55.659577,0.0 8.774586,55.674575,0.0 8.801708,55.68227,0.0 8.805149,55.694849,0.0 8.800509,55.696667,0.0 8.811305,55.697504,0.0 8.810774,55.709219,0.0 8.825079,55.723812,0.0 8.837402,55.726727,0.0 8.824856,55.735565,0.0 8.831792,55.737334,0.0 8.829823,55.742693,0.0 8.808805,55.750046,0.0 8.801728,55.743629,0.0 8.777627,55.760536,0.0 8.769726,55.756783,0.0 8.752705,55.758475,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,9,2,0.8823529,0.4444444
"A1282","A1282",1,1,NA,"A+","A+","A++",NA,NA,"A+",NA,"A+",7900,10,"3",1,2,"single family home",6,6,0,1,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.752705,55.758475,0.0 8.749945,55.776512,0.0 8.757451,55.77974,0.0 8.758884,55.806094,0.0 8.805048,55.814827,0.0 8.794339,55.819911,0.0 8.816555,55.825708,0.0 8.871164,55.80326,0.0 8.892304,55.813847,0.0 8.949548,55.791747,0.0 8.980045,55.823833,0.0 8.967408,55.84141,0.0 8.992859,55.838731,0.0 9.009378,55.830646,0.0 9.030071,55.84064,0.0 9.046301,55.836441,0.0 9.058816,55.850668,0.0 9.070944,55.844531,0.0 9.077977,55.839819,0.0 9.05807,55.813968,0.0 9.064982,55.811222,0.0 9.054826,55.769122,0.0 9.037129,55.774574,0.0 9.021386,55.745226,0.0 8.997008,55.745692,0.0 8.991354,55.727481,0.0 8.989976,55.723145,0.0 8.974811,55.722256,0.0 8.950103,55.72683,0.0 8.920567,55.713644,0.0 8.905434,55.717462,0.0 8.897535,55.713844,0.0 8.889831,55.704853,0.0 8.90469,55.702031,0.0 8.885949,55.661241,0.0 8.887437,55.644539,0.0 8.881205,55.637834,0.0 8.908612,55.61974,0.0 8.904025,55.60708,0.0 8.891935,55.60629,0.0 8.890991,55.611747,0.0 8.878955,55.614262,0.0 8.874842,55.610091,0.0 8.868312,55.620991,0.0 8.857182,55.622703,0.0 8.861952,55.624227,0.0 8.820109,55.628954,0.0 8.784253,55.617873,0.0 8.775441,55.627093,0.0 8.762475,55.630681,0.0 8.77451,55.655788,0.0 8.766371,55.659577,0.0 8.774586,55.674575,0.0 8.801708,55.68227,0.0 8.805149,55.694849,0.0 8.800509,55.696667,0.0 8.811305,55.697504,0.0 8.810774,55.709219,0.0 8.825079,55.723812,0.0 8.837402,55.726727,0.0 8.824856,55.735565,0.0 8.831792,55.737334,0.0 8.829823,55.742693,0.0 8.808805,55.750046,0.0 8.801728,55.743629,0.0 8.777627,55.760536,0.0 8.769726,55.756783,0.0 8.752705,55.758475,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,5,3,1,0.25
"A1283","A1283",0,1,NA,"A+","A","A","A",NA,NA,NA,NA,4874,2,"5",0,2,"single family home",6,1,0,0,0,0,0,0,0,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.752705,55.758475,0.0 8.749945,55.776512,0.0 8.757451,55.77974,0.0 8.758884,55.806094,0.0 8.805048,55.814827,0.0 8.794339,55.819911,0.0 8.816555,55.825708,0.0 8.871164,55.80326,0.0 8.892304,55.813847,0.0 8.949548,55.791747,0.0 8.980045,55.823833,0.0 8.967408,55.84141,0.0 8.992859,55.838731,0.0 9.009378,55.830646,0.0 9.030071,55.84064,0.0 9.046301,55.836441,0.0 9.058816,55.850668,0.0 9.070944,55.844531,0.0 9.077977,55.839819,0.0 9.05807,55.813968,0.0 9.064982,55.811222,0.0 9.054826,55.769122,0.0 9.037129,55.774574,0.0 9.021386,55.745226,0.0 8.997008,55.745692,0.0 8.991354,55.727481,0.0 8.989976,55.723145,0.0 8.974811,55.722256,0.0 8.950103,55.72683,0.0 8.920567,55.713644,0.0 8.905434,55.717462,0.0 8.897535,55.713844,0.0 8.889831,55.704853,0.0 8.90469,55.702031,0.0 8.885949,55.661241,0.0 8.887437,55.644539,0.0 8.881205,55.637834,0.0 8.908612,55.61974,0.0 8.904025,55.60708,0.0 8.891935,55.60629,0.0 8.890991,55.611747,0.0 8.878955,55.614262,0.0 8.874842,55.610091,0.0 8.868312,55.620991,0.0 8.857182,55.622703,0.0 8.861952,55.624227,0.0 8.820109,55.628954,0.0 8.784253,55.617873,0.0 8.775441,55.627093,0.0 8.762475,55.630681,0.0 8.77451,55.655788,0.0 8.766371,55.659577,0.0 8.774586,55.674575,0.0 8.801708,55.68227,0.0 8.805149,55.694849,0.0 8.800509,55.696667,0.0 8.811305,55.697504,0.0 8.810774,55.709219,0.0 8.825079,55.723812,0.0 8.837402,55.726727,0.0 8.824856,55.735565,0.0 8.831792,55.737334,0.0 8.829823,55.742693,0.0 8.808805,55.750046,0.0 8.801728,55.743629,0.0 8.777627,55.760536,0.0 8.769726,55.756783,0.0 8.752705,55.758475,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.8148148,0.1764706
"A1284","A1284",1,1,NA,"A+","A+","A+",NA,NA,"A++","A+",NA,4760,7,"5",1,2,"single family home",6,4,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.90469,55.702031,0.0 8.889831,55.704853,0.0 8.897535,55.713844,0.0 8.905434,55.717462,0.0 8.920567,55.713644,0.0 8.950103,55.72683,0.0 8.974811,55.722256,0.0 8.989976,55.723145,0.0 8.991354,55.727481,0.0 9.013484,55.725689,0.0 9.011896,55.730869,0.0 9.018469,55.729427,0.0 9.027596,55.739085,0.0 9.063862,55.711883,0.0 9.090382,55.70429,0.0 9.064418,55.694174,0.0 9.066879,55.665503,0.0 9.053115,55.659015,0.0 9.056823,55.653846,0.0 9.040425,55.653196,0.0 9.032455,55.660845,0.0 9.012074,55.666152,0.0 8.970743,55.65789,0.0 8.977124,55.623373,0.0 8.926427,55.627717,0.0 8.929109,55.633379,0.0 8.913093,55.637396,0.0 8.912271,55.641182,0.0 8.887437,55.644539,0.0 8.885949,55.661241,0.0 8.90469,55.702031,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,6,2,0.1111111,0.5789474
"A1287","A1287",1,1,NA,"A++",NA,NA,NA,NA,NA,NA,NA,4230,7,"3",1,2,"single family home",6,4,1,0,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.802139,55.971386,0.0 8.801402,55.977995,0.0 8.826817,55.974256,0.0 8.857654,55.955918,0.0 8.85009,55.949948,0.0 8.854495,55.950953,0.0 8.86091,55.943304,0.0 8.868432,55.926794,0.0 8.837415,55.918512,0.0 8.837483,55.910003,0.0 8.810576,55.910897,0.0 8.806651,55.91536,0.0 8.795114,55.916167,0.0 8.800768,55.905345,0.0 8.789881,55.897053,0.0 8.752556,55.90884,0.0 8.728415,55.946641,0.0 8.734004,55.958183,0.0 8.729486,55.963076,0.0 8.728286,55.967766,0.0 8.73736,55.967805,0.0 8.744555,55.975261,0.0 8.755136,55.96909,0.0 8.763941,55.972702,0.0 8.772665,55.968417,0.0 8.782596,55.972356,0.0 8.785848,55.967362,0.0 8.802139,55.971386,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,1,3,0.59375,0.6190476
"A1288","A1288",0,0,NA,NA,NA,NA,NA,"B",NA,"A",NA,5953,3,"5",1,2,"single family home",6,2,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.391213,55.78752,0.0 9.38628,55.793599,0.0 9.392237,55.797926,0.0 9.386631,55.804078,0.0 9.390262,55.837224,0.0 9.406629,55.833342,0.0 9.408039,55.824805,0.0 9.439891,55.830437,0.0 9.443331,55.824077,0.0 9.456633,55.8225,0.0 9.46045,55.825307,0.0 9.471407,55.820383,0.0 9.480191,55.822048,0.0 9.480716,55.817945,0.0 9.493311,55.821622,0.0 9.49307,55.812904,0.0 9.509538,55.812812,0.0 9.508016,55.802483,0.0 9.514899,55.80021,0.0 9.515256,55.794821,0.0 9.499842,55.783147,0.0 9.491529,55.750986,0.0 9.472653,55.744652,0.0 9.471377,55.737815,0.0 9.453096,55.736975,0.0 9.446353,55.726813,0.0 9.410418,55.725253,0.0 9.398799,55.732311,0.0 9.390065,55.729478,0.0 9.366174,55.736546,0.0 9.362953,55.733599,0.0 9.343777,55.734155,0.0 9.340873,55.740929,0.0 9.325254,55.745281,0.0 9.358934,55.766481,0.0 9.364852,55.77699,0.0 9.375558,55.775787,0.0 9.370841,55.785142,0.0 9.391213,55.78752,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.3333333,0.5555556
"A1289","A1289",1,1,NA,"A+","A+","A++",NA,NA,"A++","A++",NA,5690,6,"5",0,2,"single family home",6,1,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.391213,55.78752,0.0 9.38628,55.793599,0.0 9.392237,55.797926,0.0 9.386631,55.804078,0.0 9.390262,55.837224,0.0 9.406629,55.833342,0.0 9.408039,55.824805,0.0 9.439891,55.830437,0.0 9.443331,55.824077,0.0 9.456633,55.8225,0.0 9.46045,55.825307,0.0 9.471407,55.820383,0.0 9.480191,55.822048,0.0 9.480716,55.817945,0.0 9.493311,55.821622,0.0 9.49307,55.812904,0.0 9.509538,55.812812,0.0 9.508016,55.802483,0.0 9.514899,55.80021,0.0 9.515256,55.794821,0.0 9.499842,55.783147,0.0 9.491529,55.750986,0.0 9.472653,55.744652,0.0 9.471377,55.737815,0.0 9.453096,55.736975,0.0 9.446353,55.726813,0.0 9.410418,55.725253,0.0 9.398799,55.732311,0.0 9.390065,55.729478,0.0 9.366174,55.736546,0.0 9.362953,55.733599,0.0 9.343777,55.734155,0.0 9.340873,55.740929,0.0 9.325254,55.745281,0.0 9.358934,55.766481,0.0 9.364852,55.77699,0.0 9.375558,55.775787,0.0 9.370841,55.785142,0.0 9.391213,55.78752,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,6,2,0.2666667,0.4
"A1290","A1290",1,1,NA,"A++","A++","A+","A++",NA,NA,NA,NA,4200,8,"4",1,2,"single family home",6,4,0,0,1,0,0,1,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.391213,55.78752,0.0 9.38628,55.793599,0.0 9.392237,55.797926,0.0 9.386631,55.804078,0.0 9.390262,55.837224,0.0 9.406629,55.833342,0.0 9.408039,55.824805,0.0 9.439891,55.830437,0.0 9.443331,55.824077,0.0 9.456633,55.8225,0.0 9.46045,55.825307,0.0 9.471407,55.820383,0.0 9.480191,55.822048,0.0 9.480716,55.817945,0.0 9.493311,55.821622,0.0 9.49307,55.812904,0.0 9.509538,55.812812,0.0 9.508016,55.802483,0.0 9.514899,55.80021,0.0 9.515256,55.794821,0.0 9.499842,55.783147,0.0 9.491529,55.750986,0.0 9.472653,55.744652,0.0 9.471377,55.737815,0.0 9.453096,55.736975,0.0 9.446353,55.726813,0.0 9.410418,55.725253,0.0 9.398799,55.732311,0.0 9.390065,55.729478,0.0 9.366174,55.736546,0.0 9.362953,55.733599,0.0 9.343777,55.734155,0.0 9.340873,55.740929,0.0 9.325254,55.745281,0.0 9.358934,55.766481,0.0 9.364852,55.77699,0.0 9.375558,55.775787,0.0 9.370841,55.785142,0.0 9.391213,55.78752,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,10,3,0.9,0.5263158
"A1291","A1291",0,1,NA,"A",NA,"A+",NA,NA,"A",NA,NA,9490,7,"4",1,2,"single family home",6,3,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.391213,55.78752,0.0 9.38628,55.793599,0.0 9.392237,55.797926,0.0 9.386631,55.804078,0.0 9.390262,55.837224,0.0 9.406629,55.833342,0.0 9.408039,55.824805,0.0 9.439891,55.830437,0.0 9.443331,55.824077,0.0 9.456633,55.8225,0.0 9.46045,55.825307,0.0 9.471407,55.820383,0.0 9.480191,55.822048,0.0 9.480716,55.817945,0.0 9.493311,55.821622,0.0 9.49307,55.812904,0.0 9.509538,55.812812,0.0 9.508016,55.802483,0.0 9.514899,55.80021,0.0 9.515256,55.794821,0.0 9.499842,55.783147,0.0 9.491529,55.750986,0.0 9.472653,55.744652,0.0 9.471377,55.737815,0.0 9.453096,55.736975,0.0 9.446353,55.726813,0.0 9.410418,55.725253,0.0 9.398799,55.732311,0.0 9.390065,55.729478,0.0 9.366174,55.736546,0.0 9.362953,55.733599,0.0 9.343777,55.734155,0.0 9.340873,55.740929,0.0 9.325254,55.745281,0.0 9.358934,55.766481,0.0 9.364852,55.77699,0.0 9.375558,55.775787,0.0 9.370841,55.785142,0.0 9.391213,55.78752,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,9,2,1,0.5714286
"A1292","A1292",0,0,NA,"A","A","A",NA,NA,"A",NA,NA,7400,8,"4",1,2,"single family home",6,5,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.359432,55.781369,0.0 9.364852,55.77699,0.0 9.358934,55.766481,0.0 9.325254,55.745281,0.0 9.309728,55.744893,0.0 9.308775,55.734537,0.0 9.289497,55.73285,0.0 9.249234,55.743958,0.0 9.235751,55.740441,0.0 9.219311,55.754807,0.0 9.207827,55.75099,0.0 9.196692,55.755551,0.0 9.197169,55.761954,0.0 9.182064,55.761751,0.0 9.182945,55.76626,0.0 9.188329,55.765428,0.0 9.191128,55.769817,0.0 9.207269,55.764487,0.0 9.235152,55.766142,0.0 9.236856,55.780622,0.0 9.253144,55.777367,0.0 9.256525,55.770834,0.0 9.263256,55.770089,0.0 9.269372,55.771997,0.0 9.264835,55.775166,0.0 9.271338,55.787929,0.0 9.28412,55.785766,0.0 9.299717,55.794524,0.0 9.34302,55.800417,0.0 9.365131,55.789729,0.0 9.359432,55.781369,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,2,2,1,0.5882353
"A1294","A1294",0,0,NA,"A",NA,"A",NA,NA,"A",NA,"A",3450,10,"3",1,2,"single family home",6,4,0,2,1,1,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.054826,55.769122,0.0 9.064982,55.811222,0.0 9.05807,55.813968,0.0 9.077977,55.839819,0.0 9.070944,55.844531,0.0 9.075036,55.854466,0.0 9.081138,55.851545,0.0 9.093809,55.855344,0.0 9.083367,55.865553,0.0 9.097341,55.877261,0.0 9.124315,55.86964,0.0 9.137794,55.883637,0.0 9.158458,55.882726,0.0 9.156749,55.888353,0.0 9.175229,55.893654,0.0 9.169711,55.893237,0.0 9.174311,55.896652,0.0 9.169532,55.897774,0.0 9.177274,55.90955,0.0 9.195941,55.916754,0.0 9.195173,55.930747,0.0 9.210056,55.944372,0.0 9.214839,55.943419,0.0 9.216886,55.951179,0.0 9.247737,55.949885,0.0 9.259582,55.944791,0.0 9.260042,55.9521,0.0 9.280867,55.938288,0.0 9.295475,55.935327,0.0 9.311435,55.938712,0.0 9.316918,55.931467,0.0 9.335601,55.932211,0.0 9.353908,55.938318,0.0 9.373548,55.932055,0.0 9.387052,55.924145,0.0 9.397942,55.905509,0.0 9.395958,55.899437,0.0 9.374674,55.906451,0.0 9.366781,55.893694,0.0 9.381737,55.887574,0.0 9.379845,55.880453,0.0 9.38849,55.880286,0.0 9.389628,55.870639,0.0 9.397779,55.866958,0.0 9.388733,55.860718,0.0 9.390262,55.837224,0.0 9.386631,55.804078,0.0 9.392237,55.797926,0.0 9.38628,55.793599,0.0 9.391213,55.78752,0.0 9.370841,55.785142,0.0 9.375558,55.775787,0.0 9.364852,55.77699,0.0 9.359432,55.781369,0.0 9.365131,55.789729,0.0 9.34302,55.800417,0.0 9.299717,55.794524,0.0 9.28412,55.785766,0.0 9.271338,55.787929,0.0 9.264835,55.775166,0.0 9.269372,55.771997,0.0 9.263256,55.770089,0.0 9.256525,55.770834,0.0 9.253144,55.777367,0.0 9.236856,55.780622,0.0 9.235152,55.766142,0.0 9.207269,55.764487,0.0 9.191128,55.769817,0.0 9.188329,55.765428,0.0 9.182945,55.76626,0.0 9.184353,55.771116,0.0 9.161708,55.767677,0.0 9.14615,55.781214,0.0 9.140407,55.779347,0.0 9.130007,55.783409,0.0 9.132193,55.788324,0.0 9.125133,55.790251,0.0 9.112327,55.78087,0.0 9.095625,55.781115,0.0 9.090563,55.767811,0.0 9.054826,55.769122,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,1,6,1,0.4285714
